ts,schema_version,market_id,now,market_end_ts,official_required_venue,official_used_venue,official_used_endpoint,venue,symbol,official_mid,official_ok,official_err,official_age_ms,pm_yes_bid,pm_yes_ask,pm_no_bid,pm_no_ask,book_ok,book_err,pm_book_age_ms,implied_yes,implied_no,fair_up_prob,edge_yes,edge_no,edge_gross_bps,edge_net_bps,spread_bps,depth_total,market_class,required_symbol,rules_end_ts,end_ts_source,regime,action,reason,filter_reason,microstructure_flags,daily_pnl,daily_loss,total_loss,open_markets,kill_switch,params_hash,fill_mode,fill_feasible,fill_slippage_cents,fill_depth_required,fill_depth_used,arb_cost_cents,arb_cost_cents_conservative,arb_edge_cents,arb_edge_cents_conservative,model_name,sigma,r,d2
1768056641581,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056641581,0,UNKNOWN,UNKNOWN,,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,,False,RESOLUTION_UNKNOWN,0,12,13,87,88,True,,0,,,,,,,,0.0,0.0,UNKNOWN,UNKNOWN,,VENUE,,NO_TRADE,BOOK_SANITY,BOOK_SANITY: yes_levels=9 no_levels=36 BOOK_SHA1:dbb07b9456,"[""BOOK_SANITY: yes_levels=9 no_levels=36 BOOK_SHA1:dbb07b9456""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056641581,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056641581,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90452.875,True,RESOLUTION_UNKNOWN,911,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056643381,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056643381,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90452.875,True,RESOLUTION_UNKNOWN,1034,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056644632,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056644632,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90452.875,True,RESOLUTION_UNKNOWN,1475,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056645892,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056645892,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90452.875,True,RESOLUTION_UNKNOWN,657,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056647169,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056647169,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90452.875,True,RESOLUTION_UNKNOWN,801,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056648386,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056648386,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90452.875,True,RESOLUTION_UNKNOWN,2029,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056649620,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056649620,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90452.875,True,RESOLUTION_UNKNOWN,3359,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056650957,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056650957,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90452.875,True,RESOLUTION_UNKNOWN,1481,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056652212,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056652212,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90452.875,True,RESOLUTION_UNKNOWN,1619,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056653430,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056653430,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90452.875,True,RESOLUTION_UNKNOWN,1064,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056654671,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056654671,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90452.875,True,RESOLUTION_UNKNOWN,2369,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056655973,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056655973,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90452.875,True,RESOLUTION_UNKNOWN,1963,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056657173,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056657173,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90452.875,True,RESOLUTION_UNKNOWN,3265,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056658482,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056658482,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90452.875,True,RESOLUTION_UNKNOWN,763,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056659796,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056659796,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90452.875,True,RESOLUTION_UNKNOWN,920,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056660995,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056660995,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90452.875,True,RESOLUTION_UNKNOWN,1772,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056662245,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056662245,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90452.875,True,RESOLUTION_UNKNOWN,3007,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056663481,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056663481,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90449.195,True,RESOLUTION_UNKNOWN,1785,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056664798,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056664798,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90450.6,True,RESOLUTION_UNKNOWN,1029,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056666080,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056666080,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90451.705,True,RESOLUTION_UNKNOWN,943,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056667304,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056667304,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90451.455,True,RESOLUTION_UNKNOWN,1293,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
1768056668548,v1.1,KXBTCMAX150-25-26MAY31-149999.99,1768056668548,1780238411000,UNKNOWN,COINBASE,https://api.exchange.coinbase.com/products/BTC-USD/ticker,KALSHI,KXBTCMAX150-25-26MAY31-149999.99,90451.455,True,RESOLUTION_UNKNOWN,1122,0.12,0.13,0.87,0.88,True,,0,,,,,,,,800.0000000000007,6841.98,KALSHI_PRICE_THRESHOLD,BTC-USD,,VENUE,BSM,NO_TRADE,STRIKE_UNKNOWN,STRIKE_UNKNOWN,"[""DATA:LIVE"", ""BOOK_SHA1:dbb07b9456"", ""EXEC:PAPER""]",0.0,0.0,0.0,0,False,,,,,,,,,,,,,,
